Gene ID	source_id	Product Description	Input Ortholog(s)	gene_source_id	Gene Name or Symbol	
PF3D7_1123800	PF3D7_1123800.1	structural maintenance of chromosomes protein 5, putative	PVP01_0924400	PF3D7_1123800	SMC5	
PF3D7_1123900	PF3D7_1123900.1	13 kDa ribonucleoprotein-associated protein, putative	PVP01_0924500	PF3D7_1123900	SNU13	
PF3D7_1124000	PF3D7_1124000.1	endoplasmic reticulum oxidoreductin, putative	PVP01_0924600	PF3D7_1124000	ERO1	
PF3D7_1124100	PF3D7_1124100.1	BEACH domain-containing protein, putative	PVP01_0924700	PF3D7_1124100	BDCP	
PF3D7_1124200	PF3D7_1124200.1	thioredoxin-like protein, putative	PVP01_0924800	PF3D7_1124200	N/A	
PF3D7_1124300	PF3D7_1124300.1	conserved protein, unknown function	PVP01_0924900	PF3D7_1124300	N/A	
PF3D7_1124400	PF3D7_1124400.1	U6 snRNA-associated Sm-like protein LSm1, putative	PVP01_0925000	PF3D7_1124400	LSM1	
PF3D7_1124500	PF3D7_1124500.1	pyruvate dehydrogenase E1 component subunit alpha	PVP01_0925100	PF3D7_1124500	pdhA	
PF3D7_1124600	PF3D7_1124600.1	ethanolamine kinase	PVP01_0925200	PF3D7_1124600	EK	
PF3D7_1124700	PF3D7_1124700.1	GrpE protein homolog, mitochondrial, putative	PVP01_0925300	PF3D7_1124700	MGE1	
PF3D7_1124800	PF3D7_1124800.1	ribosome biogenesis regulatory protein, putative	PVP01_0925400	PF3D7_1124800	RRS1	
PF3D7_1124900	PF3D7_1124900.1	60S ribosomal protein L35, putative	PVP01_0925600	PF3D7_1124900	RPL35	
PF3D7_1125000	PF3D7_1125000.1	conserved protein, unknown function	PVP01_0925700	PF3D7_1125000	N/A	
PF3D7_1125100	PF3D7_1125100.1	ATP synthase F0 subunit b-like protein, putative	PVP01_0925800	PF3D7_1125100	ICAP2	
PF3D7_1125200	PF3D7_1125200.1	conserved Plasmodium protein, unknown function	PVP01_0925900	PF3D7_1125200	N/A	
PF3D7_1125300	PF3D7_1125300.1	DNA-directed RNA polymerase	PVP01_0926000	PF3D7_1125300	mtRNAP	
PF3D7_1125400	PF3D7_1125400.1	mitochondrial import inner membrane translocase subunit TIM44, putative	PVP01_0926100	PF3D7_1125400	TIM44	
PF3D7_1125500	PF3D7_1125500.1	small nuclear ribonucleoprotein Sm D1, putative	PVP01_0926200	PF3D7_1125500	SNRPD1	
PF3D7_1125600	PF3D7_1125600.1	conserved protein, unknown function	PVP01_0926300	PF3D7_1125600	N/A	
PF3D7_1125700	PF3D7_1125700.1	kelch domain-containing protein, putative	PVP01_0926400	PF3D7_1125700	N/A	
PF3D7_1125800	PF3D7_1125800.1	kelch domain-containing protein, putative	PVP01_0926500	PF3D7_1125800	N/A	
PF3D7_1125900	PF3D7_1125900.1	XTBD domain-containing protein, putative	PVP01_0926600	PF3D7_1125900	N/A	
PF3D7_1126000	PF3D7_1126000.1	threonine--tRNA ligase	PVP01_0926700	PF3D7_1126000	ThrRS	
PF3D7_1126100	PF3D7_1126100.1	autophagy-related protein 7, putative	PVP01_0926800	PF3D7_1126100	ATG7	
PF3D7_1126200	PF3D7_1126200.1	40S ribosomal protein S18, putative	PVP01_0926900	PF3D7_1126200	RPS18	
PF3D7_1126400	PF3D7_1126400.1	mediator of RNA polymerase II transcription subunit 21, putative	PVP01_0927100	PF3D7_1126400	MED21	
PF3D7_1126500	PF3D7_1126500.1	WD repeat-containing protein, putative	PVP01_0927200	PF3D7_1126500	N/A	
PF3D7_1126600	PF3D7_1126600.1	steryl ester hydrolase, putative	PVP01_0927300	PF3D7_1126600	N/A	
PF3D7_1126700	PF3D7_1126700.1	autophagy-related protein 23, putative	PVP01_0927400	PF3D7_1126700	ATG23	
PF3D7_1126900	PF3D7_1126900.1	small nuclear ribonucleoprotein F, putative	PVP01_0927600	PF3D7_1126900	SNRPF	
PF3D7_1127000	PF3D7_1127000.1	protein phosphatase, putative	PVP01_0927700	PF3D7_1127000	N/A	
PF3D7_1127100	PF3D7_1127100.1	deoxyuridine 5'-triphosphate nucleotidohydrolase	PVP01_0927800	PF3D7_1127100	dUTPase	
PF3D7_1127200	PF3D7_1127200.1	conserved Plasmodium protein, unknown function	PVP01_0927900	PF3D7_1127200	N/A	
PF3D7_1127300	PF3D7_1127300.1	tRNA (guanine-N(7)-)-methyltransferase, putative	PVP01_0928000	PF3D7_1127300	N/A	
PF3D7_1127400	PF3D7_1127400.1	conserved Plasmodium protein, unknown function	PVP01_0928100	PF3D7_1127400	N/A	
PF3D7_1127500	PF3D7_1127500.1	protein disulfide-isomerase, putative	PVP01_0928200	PF3D7_1127500	N/A	
PF3D7_1127600	PF3D7_1127600.1	CRAL/TRIO domain-containing protein, putative	PVP01_0928300	PF3D7_1127600	N/A	
PF3D7_1127700	PF3D7_1127700.1	conserved Plasmodium protein, unknown function	PVP01_0928400	PF3D7_1127700	N/A	
PF3D7_1127800	PF3D7_1127800.1	TFIIS central domain-containing protein, putative	PVP01_0928500	PF3D7_1127800	N/A	
PF3D7_1127900	PF3D7_1127900.1	conserved Plasmodium protein, unknown function	PVP01_0928600	PF3D7_1127900	N/A	
PF3D7_1128000	PF3D7_1128000.1	conserved Plasmodium protein, unknown function	PVP01_0928700	PF3D7_1128000	N/A	
PF3D7_1128000	PF3D7_1128000.2	conserved Plasmodium protein, unknown function	PVP01_0928700	PF3D7_1128000	N/A	
PF3D7_1128100	PF3D7_1128100.1	prefoldin subunit 5, putative	PVP01_0928900	PF3D7_1128100	N/A	
PF3D7_1128200	PF3D7_1128200.1	multiprotein-bridging factor 1, putative	PVP01_0929000	PF3D7_1128200	MBF1	
PF3D7_1128300	PF3D7_1128300.1	ATP-dependent 6-phosphofructokinase	PVP01_0929100	PF3D7_1128300	PFK11	
PF3D7_1128400	PF3D7_1128400.1	bifunctional farnesyl/geranylgeranyl diphosphate synthase	PVP01_0929200	PF3D7_1128400	FPPS/GGPPS	
PF3D7_1128500	PF3D7_1128500.1	Fe-S cluster assembly protein, putative	PVP01_0929300	PF3D7_1128500	N/A	
PF3D7_1128600	PF3D7_1128600.1	CCR4-NOT transcription complex subunit 2, putative	PVP01_0929400	PF3D7_1128600	NOT2	
PF3D7_1128700	PF3D7_1128700.1	GPI-anchor transamidase, putative	PVP01_0929500	PF3D7_1128700	GPI8	
PF3D7_1128900	PF3D7_1128900.1	conserved protein, unknown function	PVP01_0929600	PF3D7_1128900	N/A	
PF3D7_1129000	PF3D7_1129000.1	spermidine synthase	PVP01_0929700	PF3D7_1129000	SpdSyn	
PF3D7_1129100	PF3D7_1129100.1	parasitophorous vacuolar protein 1	PVP01_0929800	PF3D7_1129100	PV1	
PF3D7_1129200	PF3D7_1129200.1	26S proteasome regulatory subunit RPN7, putative	PVP01_0929900	PF3D7_1129200	RPN7	
PF3D7_1129300	PF3D7_1129300.1	conserved Plasmodium protein, unknown function	PVP01_0930000	PF3D7_1129300	N/A	
PF3D7_1129400	PF3D7_1129400.1	rRNA (cytosine-C(5))-methyltransferase, putative	PVP01_0930100	PF3D7_1129400	NOP2	
PF3D7_1129500	PF3D7_1129500.1	A/G-specific adenine glycosylase, putative	PVP01_0930200	PF3D7_1129500	N/A	
PF3D7_1129600	PF3D7_1129600.1	phosphatidylinositol-4-phosphate 5-kinase, putative	PVP01_0930300	PF3D7_1129600	N/A	
PF3D7_1129800	PF3D7_1129800.1	conserved Plasmodium protein, unknown function	PVP01_0930400	PF3D7_1129800	N/A	
PF3D7_1129900	PF3D7_1129900.1	major facilitator superfamily-related transporter, putative	PVP01_0930500	PF3D7_1129900	MFR5	
PF3D7_1130000	PF3D7_1130000.1	phosphoacetylglucosamine mutase, putative	PVP01_0930600	PF3D7_1130000	PAGM	
PF3D7_1130100	PF3D7_1130100.1	60S ribosomal protein L38	PVP01_0930700	PF3D7_1130100	RPL38	
PF3D7_1130200	PF3D7_1130200.1	60S ribosomal protein P0	PVP01_0930800	PF3D7_1130200	PfP0	
PF3D7_1130400	PF3D7_1130400.1	26S protease regulatory subunit 6A, putative	PVP01_0931200	PF3D7_1130400	RPT5	
PF3D7_1130500	PF3D7_1130500.1	conserved oligomeric Golgi complex subunit 2, putative	PVP01_0931300	PF3D7_1130500	COG2	
PF3D7_1130600	PF3D7_1130600.1	methyltransferase, putative	PVP01_0931400	PF3D7_1130600	N/A	
PF3D7_1130700	PF3D7_1130700.1	structural maintenance of chromosomes protein 1, putative	PVP01_0931500	PF3D7_1130700	SMC1	
PF3D7_1130800	PF3D7_1130800.1	armadillo repeat protein PF16, putative	PVP01_0931600	PF3D7_1130800	N/A	
PF3D7_1130900	PF3D7_1130900.1	conserved Plasmodium protein, unknown function	PVP01_0931700	PF3D7_1130900	N/A	
PF3D7_1131100	PF3D7_1131100.1	serpentine receptor, putative	PVP01_0931900	PF3D7_1131100	SR1	
PF3D7_1131200	PF3D7_1131200.1	conserved Plasmodium protein, unknown function	PVP01_0932000	PF3D7_1131200	N/A	
PF3D7_1131400	PF3D7_1131400.1	conserved Plasmodium protein, unknown function	PVP01_0932200	PF3D7_1131400	N/A	
PF3D7_1131500	PF3D7_1131500.1	conserved Plasmodium protein, unknown function	PVP01_0932300	PF3D7_1131500	N/A	
PF3D7_1131700	PF3D7_1131700.1	conserved Plasmodium protein, unknown function	PVP01_0932500	PF3D7_1131700	N/A	
PF3D7_1131800	PF3D7_1131800.1	oxysterol-binding protein, putative	PVP01_0932600	PF3D7_1131800	N/A	
PF3D7_1131900	PF3D7_1131900.1	conserved Plasmodium protein, unknown function	PVP01_0932700	PF3D7_1131900	N/A	
PF3D7_1132000	PF3D7_1132000.1	ubiquitin-like protein, putative	PVP01_0914200,PVP01_0932800	PF3D7_1132000	N/A	
PF3D7_1132200	PF3D7_1132200.1	T-complex protein 1 subunit alpha	PVP01_0933000	PF3D7_1132200	TCP1	
PF3D7_1132300	PF3D7_1132300.1	nucleic acid binding protein, putative	PVP01_0933100	PF3D7_1132300	N/A	
PF3D7_1132500	PF3D7_1132500.1	amino acid transporter, putative	PVP01_0933300	PF3D7_1132500	N/A	
PF3D7_1132600	PF3D7_1132600.1	pre-mRNA-splicing factor 38A, putative	PVP01_0933400	PF3D7_1132600	PRP38A	
PF3D7_1132700	PF3D7_1132700.1	50S ribosomal protein L2, putative	PVP01_0933500	PF3D7_1132700	mRPL2	
PF3D7_1132800	PF3D7_1132800.1	aquaglyceroporin	PVP01_0933600	PF3D7_1132800	AQP	
PF3D7_1132900	PF3D7_1132900.1	glycine cleavage system H protein	PVP01_0933700	PF3D7_1132900	GCVH	
PF3D7_1133100	PF3D7_1133100.1	conserved Plasmodium protein, unknown function	PVP01_0933900	PF3D7_1133100	N/A	
PF3D7_1133200	PF3D7_1133200.1	conserved Plasmodium protein, unknown function	PVP01_0934000	PF3D7_1133200	N/A	
PF3D7_1133300	PF3D7_1133300.1	LEM3/CDC50 family protein, putative	PVP01_0934100	PF3D7_1133300	CDC50B	
PF3D7_1133400	PF3D7_1133400.1	apical membrane antigen 1	PVP01_0934200	PF3D7_1133400	AMA1	
PF3D7_1133500	PF3D7_1133500.1	conserved Plasmodium protein, unknown function	PVP01_0934300	PF3D7_1133500	N/A	
PF3D7_1133600	PF3D7_1133600.1	conserved Plasmodium protein, unknown function	PVP01_0934400	PF3D7_1133600	N/A	
PF3D7_1133700	PF3D7_1133700.1	FHA domain-containing protein, putative	PVP01_0934500	PF3D7_1133700	N/A	
PF3D7_1133800	PF3D7_1133800.1	RNA (uracil-5-)methyltransferase, putative	PVP01_0934600	PF3D7_1133800	N/A	
PF3D7_1133900	PF3D7_1133900.1	conserved Plasmodium protein, unknown function	PVP01_0934700	PF3D7_1133900	N/A	
PF3D7_1134000	PF3D7_1134000.1	heat shock protein 70	PVP01_0934800	PF3D7_1134000	HSP70-3	
PF3D7_1134100	PF3D7_1134100.1	protein disulfide-isomerase, putative	PVP01_0934900	PF3D7_1134100	PDI-11	
PF3D7_1134200	PF3D7_1134200.1	conserved Plasmodium protein, unknown function	PVP01_0935000	PF3D7_1134200	N/A	
PF3D7_1134400	PF3D7_1134400.1	conserved protein, unknown function	PVP01_0935200	PF3D7_1134400	N/A	
PF3D7_1134500	PF3D7_1134500.1	alpha/beta hydrolase, putative	PVP01_0935300	PF3D7_1134500	N/A	
PF3D7_1134700	PF3D7_1134700.1	DNA-directed RNA polymerase I subunit RPA2, putative	PVP01_0935500	PF3D7_1134700	RPA2	
PF3D7_1134800	PF3D7_1134800.1	coatomer subunit delta	PVP01_0935600	PF3D7_1134800	N/A	
PF3D7_1134900	PF3D7_1134900.1	conserved Plasmodium protein, unknown function	PVP01_0935700	PF3D7_1134900	N/A	
PF3D7_1135000	PF3D7_1135000.1	PQ-loop repeat-containing protein	PVP01_0935800	PF3D7_1135000	N/A	
PF3D7_1135000	PF3D7_1135000.2	unspecified product	PVP01_0935800	PF3D7_1135000	N/A	
PF3D7_1135000	PF3D7_1135000.3	unspecified product	PVP01_0935800	PF3D7_1135000	N/A	
PF3D7_1135100	PF3D7_1135100.1	protein phosphatase PPM8, putative	PVP01_0935900	PF3D7_1135100	PPM8	
PF3D7_1135300	PF3D7_1135300.1	conserved Plasmodium membrane protein, unknown function	PVP01_0936100	PF3D7_1135300	N/A	
PF3D7_1135400	PF3D7_1135400.1	conserved Plasmodium protein, unknown function	PVP01_0936200,PVP01_0936300	PF3D7_1135400	N/A	
PF3D7_1135500	PF3D7_1135500.1	conserved protein, unknown function	PVP01_0936400	PF3D7_1135500	N/A	
PF3D7_1135600	PF3D7_1135600.1	condensin-2 complex subunit D3, putative	PVP01_0936500	PF3D7_1135600	CAPD3	
PF3D7_1135700	PF3D7_1135700.1	conserved Plasmodium protein, unknown function	PVP01_0936600	PF3D7_1135700	N/A	
PF3D7_1135800	PF3D7_1135800.1	conserved Plasmodium protein, unknown function	PVP01_0936700	PF3D7_1135800	N/A	
PF3D7_1135900	PF3D7_1135900.1	3-oxo-5-alpha-steroid 4-dehydrogenase, putative	PVP01_0936800	PF3D7_1135900	N/A	
PF3D7_1136100	PF3D7_1136100.1	conserved Plasmodium protein, unknown function	PVP01_0937000	PF3D7_1136100	N/A	
PF3D7_1136300	PF3D7_1136300.1	tudor staphylococcal nuclease	PVP01_0937200	PF3D7_1136300	TSN	
PF3D7_1136400	PF3D7_1136400.1	signal recognition particle subunit SRP72, putative	PVP01_0937300	PF3D7_1136400	SRP72	
PF3D7_1136500	PF3D7_1136500.1	casein kinase 1	PVP01_0937400	PF3D7_1136500	CK1	
PF3D7_1136500	PF3D7_1136500.2	casein kinase 1	PVP01_0937400	PF3D7_1136500	CK1	
PF3D7_1136600	PF3D7_1136600.1	conserved Plasmodium protein, unknown function	PVP01_0937500	PF3D7_1136600	N/A	
PF3D7_1136700	PF3D7_1136700.1	armadillo-interacting protein AIP	PVP01_0937600	PF3D7_1136700	AIP	
PF3D7_1136700	PF3D7_1136700.2	armadillo-interacting protein AIP	PVP01_0937600	PF3D7_1136700	AIP	
PF3D7_1136800	PF3D7_1136800.1	DnaJ protein, putative	PVP01_0937700	PF3D7_1136800	N/A	
PF3D7_1136900	PF3D7_1136900.1	subtilisin-like protease 2	PVP01_0937800	PF3D7_1136900	SUB2	
PF3D7_1137100	PF3D7_1137100.1	ribosomal protein S9, mitochondrial, putative	PVP01_0938000	PF3D7_1137100	N/A	
PF3D7_1137200	PF3D7_1137200.1	apical exonemal protein	PVP01_0938100	PF3D7_1137200	AEP	
PF3D7_1137300	PF3D7_1137300.1	CLPTM1 domain-containing protein, putative	PVP01_0938300	PF3D7_1137300	N/A	
PF3D7_1137400	PF3D7_1137400.1	UVB-resistance protein UVR8 homologue	PVP01_0938400	PF3D7_1137400	N/A	
PF3D7_1137500	PF3D7_1137500.1	ribosomal protein S14, apicoplast, putative	PVP01_0938500	PF3D7_1137500	N/A	
PF3D7_1137700	PF3D7_1137700.1	calcium-binding protein, putative	PVP01_0938700	PF3D7_1137700	N/A	
PF3D7_1137800	PF3D7_1137800.1	sporozoite surface protein essential for liver stage development, putative	PVP01_0938800	PF3D7_1137800	SPELD	
PF3D7_1137900	PF3D7_1137900.1	conserved Plasmodium protein, unknown function	PVP01_0938900	PF3D7_1137900	N/A	
PF3D7_1138100	PF3D7_1138100.1	ubiquitin-related modifier 1, putative	PVP01_0939100	PF3D7_1138100	URM1	
PF3D7_1138200	PF3D7_1138200.1	conserved protein, unknown function	PVP01_0939200	PF3D7_1138200	N/A	
PF3D7_1138300	PF3D7_1138300.1	conserved protein, unknown function	PVP01_0939300	PF3D7_1138300	N/A	
PF3D7_1138400	PF3D7_1138400.1	guanylyl cyclase alpha	PVP01_0939400	PF3D7_1138400	GCalpha	
PF3D7_1138500	PF3D7_1138500.1	protein phosphatase PPM2	PVP01_0939500	PF3D7_1138500	PPM2	
PF3D7_1138600	PF3D7_1138600.1	beta-catenin-like protein 1, putative	PVP01_0939600	PF3D7_1138600	N/A	
PF3D7_1138700	PF3D7_1138700.1	protein KIC5	PVP01_0939700	PF3D7_1138700	KIC5	
PF3D7_1138800	PF3D7_1138800.1	WD repeat-containing protein, putative	PVP01_0939800	PF3D7_1138800	N/A	
PF3D7_1139200	PF3D7_1139200.1	VPS9 domain-containing protein, putative	PVP01_0940000	PF3D7_1139200	N/A	
PF3D7_1139500	PF3D7_1139500.1	AAA family ATPase, putative	PVP01_0940200	PF3D7_1139500	N/A	
PF3D7_1139500	PF3D7_1139500.2	unspecified product	PVP01_0940200	PF3D7_1139500	N/A	
PF3D7_1139700	PF3D7_1139700.1	adrenodoxin reductase, putative	PVP01_0940400	PF3D7_1139700	N/A	
PF3D7_1139800	PF3D7_1139800.1	conserved Plasmodium protein, unknown function	PVP01_0940500	PF3D7_1139800	N/A	
PF3D7_1139900	PF3D7_1139900.1	ER membrane protein complex subunit 8, putative	PVP01_0940600	PF3D7_1139900	EMC8	
PF3D7_1140100	PF3D7_1140100.1	V-type proton ATPase subunit F, putative	PVP01_0940800	PF3D7_1140100	N/A	
PF3D7_1140300	PF3D7_1140300.1	P-loop containing nucleoside triphosphate hydrolase, putative	PVP01_0941000	PF3D7_1140300	N/A	
PF3D7_1140400	PF3D7_1140400.1	conserved Plasmodium protein, unknown function	PVP01_0941100	PF3D7_1140400	N/A	
PF3D7_1140500	PF3D7_1140500.1	myosin K, putative	PVP01_0941200	PF3D7_1140500	MyoK	
PF3D7_1140800	PF3D7_1140800.1	conserved Plasmodium protein, unknown function	PVP01_0941500	PF3D7_1140800	N/A	
PF3D7_1140900	PF3D7_1140900.1	conserved Plasmodium protein, unknown function	PVP01_0941600	PF3D7_1140900	N/A	
PF3D7_1141200	PF3D7_1141200.1	ATP synthase-associated protein, putative	PVP01_0941900	PF3D7_1141200	N/A	
PF3D7_1141300	PF3D7_1141300.1	conserved protein, unknown function	PVP01_0942000	PF3D7_1141300	N/A	
PF3D7_1141400	PF3D7_1141400.1	phosphatidylinositol N-acetylglucosaminyltransferase subunit H, putative	PVP01_0942100	PF3D7_1141400	PIGH	
PF3D7_1141500	PF3D7_1141500.1	conserved Plasmodium protein, unknown function	PVP01_0942200	PF3D7_1141500	N/A	
PF3D7_1141600	PF3D7_1141600.1	dolichol-phosphate mannosyltransferase	PVP01_0942300	PF3D7_1141600	DPM1	
PF3D7_1141700	PF3D7_1141700.1	OTU domain-containing protein, putative	PVP01_0942400	PF3D7_1141700	N/A	
PF3D7_1141800	PF3D7_1141800.1	EELM2 domain-containing protein, putative	PVP01_0942500	PF3D7_1141800	N/A	
PF3D7_1141900	PF3D7_1141900.1	inner membrane complex protein 1b, putative	PVP01_0942600	PF3D7_1141900	IMC1b	
PF3D7_1142000	PF3D7_1142000.1	heptatricopeptide repeat-containing protein, putative	PVP01_0942700	PF3D7_1142000	N/A	
PF3D7_1142200	PF3D7_1142200.1	conserved Plasmodium protein, unknown function	PVP01_0942900	PF3D7_1142200	N/A	
PF3D7_1142300	PF3D7_1142300.1	conserved Plasmodium membrane protein, unknown function	PVP01_0943000	PF3D7_1142300	N/A	
PF3D7_1142400	PF3D7_1142400.1	coproporphyrinogen-III oxidase	PVP01_0943100	PF3D7_1142400	CPO	
PF3D7_1142500	PF3D7_1142500.1	60S ribosomal protein L28	PVP01_0943200	PF3D7_1142500	RPL28	
PF3D7_1142600	PF3D7_1142600.1	60S ribosomal protein L35ae, putative	PVP01_0943300	PF3D7_1142600	N/A	
PF3D7_1142700	PF3D7_1142700.1	methyltransferase, putative	PVP01_0943400	PF3D7_1142700	N/A	
PF3D7_1142800	PF3D7_1142800.1	ATP synthase-associated protein, putative	PVP01_0943500	PF3D7_1142800	N/A	
PF3D7_1142900	PF3D7_1142900.1	conserved Plasmodium protein, unknown function	PVP01_0943600	PF3D7_1142900	N/A	
PF3D7_1143000	PF3D7_1143000.1	alpha/beta hydrolase, putative	PVP01_0943700	PF3D7_1143000	N/A	
PF3D7_1143200	PF3D7_1143200.1	DnaJ protein, putative	PVP01_0943900	PF3D7_1143200	N/A	
PF3D7_1143300	PF3D7_1143300.1	DNA-directed RNA polymerases I and III subunit RPAC1, putative	PVP01_0944000	PF3D7_1143300	RPC40	
PF3D7_1143400	PF3D7_1143400.1	translation initiation factor eIF-1A, putative	PVP01_0944100	PF3D7_1143400	N/A	
PF3D7_1143500	PF3D7_1143500.1	conserved Plasmodium protein, unknown function	PVP01_0944200	PF3D7_1143500	N/A	
PF3D7_1143700	PF3D7_1143700.1	conserved Plasmodium protein, unknown function	PVP01_0944400	PF3D7_1143700	N/A	
PF3D7_1143800	PF3D7_1143800.1	oocyst capsule protein Cap93, putative	PVP01_0944500	PF3D7_1143800	CAP93	
PF3D7_1143900	PF3D7_1143900.1	ATP-dependent (S)-NAD(P)H-hydrate dehydratase, putative	PVP01_0944600	PF3D7_1143900	N/A	
PF3D7_1144000	PF3D7_1144000.1	40S ribosomal protein S21	PVP01_0944700	PF3D7_1144000	RPS21	
PF3D7_1144100	PF3D7_1144100.1	mitochondrial large subunit ribosomal protein, putative	PVP01_0944800	PF3D7_1144100	N/A	
PF3D7_1144300	PF3D7_1144300.1	60S ribosomal protein L41	PVP01_0945000	PF3D7_1144300	RPL41	
PF3D7_1144500	PF3D7_1144500.1	SUMO-activating enzyme subunit 1	PVP01_0945200	PF3D7_1144500	AOS1	
PF3D7_1144600	PF3D7_1144600.1	transcription initiation factor IIF subunit beta, putative	PVP01_0945300	PF3D7_1144600	TFG2	
PF3D7_1144700	PF3D7_1144700.1	apicoplast import protein Tic20, putative	PVP01_0945400	PF3D7_1144700	TIC20	
PF3D7_1144900	PF3D7_1144900.1	ras-related protein Rab-6	PVP01_0945600	PF3D7_1144900	RAB6	
PF3D7_1145000	PF3D7_1145000.1	conserved Plasmodium protein, unknown function	PVP01_0945700	PF3D7_1145000	N/A	
PF3D7_1145100	PF3D7_1145100.1	coatomer subunit gamma, putative	PVP01_0945800	PF3D7_1145100	SEC21	
PF3D7_1145200	PF3D7_1145200.1	serine/threonine protein kinase, putative	PVP01_0945900	PF3D7_1145200	N/A	
PF3D7_1145300	PF3D7_1145300.1	cysteine-rich PDZ-binding protein, putative	PVP01_0946000	PF3D7_1145300	CRIPT	
PF3D7_1145400	PF3D7_1145400.1	dynamin-like protein	PVP01_0946100	PF3D7_1145400	DYN1	
PF3D7_1145500	PF3D7_1145500.1	ABC transporter B family member 3, putative	PVP01_0946200	PF3D7_1145500	ABCB3	
PF3D7_1145600	PF3D7_1145600.1	TMEM65 domain-containing protein, putative	PVP01_0946300	PF3D7_1145600	N/A	
PF3D7_1145700	PF3D7_1145700.1	bicoid-interacting protein BIN3, putative	PVP01_0946400	PF3D7_1145700	N/A	
PF3D7_1145800	PF3D7_1145800.1	conserved Plasmodium protein, unknown function	PVP01_0946500	PF3D7_1145800	N/A	
PF3D7_1145900	PF3D7_1145900.1	conserved Plasmodium protein, unknown function	PVP01_0946600	PF3D7_1145900	N/A	
PF3D7_1146000	PF3D7_1146000.1	ribosome assembly protein 4, putative	PVP01_0946700	PF3D7_1146000	RSA4	
PF3D7_1146100	PF3D7_1146100.1	conserved protein, unknown function	PVP01_0946800	PF3D7_1146100	N/A	
PF3D7_1146200	PF3D7_1146200.1	conserved Plasmodium protein, unknown function	PVP01_0946900	PF3D7_1146200	N/A	
PF3D7_1146500	PF3D7_1146500.1	leucine-rich repeat protein	PVP01_0947100	PF3D7_1146500	LRR10	
PF3D7_1146600	PF3D7_1146600.1	oocyst rupture protein 1, putative	PVP01_0947200	PF3D7_1146600	ORP1	
PF3D7_1146700	PF3D7_1146700.1	kinesin-X4, putative	PVP01_0947300	PF3D7_1146700	N/A	
PF3D7_1146900	PF3D7_1146900.1	protein YIPF6, putative	PVP01_0947500	PF3D7_1146900	N/A	
PF3D7_1147100	PF3D7_1147100.1	dynein light chain, putative	PVP01_0914800,PVP01_0947700	PF3D7_1147100	N/A	
PF3D7_1147200	PF3D7_1147200.1	tubulin--tyrosine ligase, putative	PVP01_0947800	PF3D7_1147200	N/A	
PF3D7_1147300	PF3D7_1147300.1	conserved Plasmodium protein, unknown function	PVP01_0947900	PF3D7_1147300	N/A	
PF3D7_1147400	PF3D7_1147400.1	conserved Plasmodium protein, unknown function	PVP01_0948000	PF3D7_1147400	N/A	
PF3D7_1147500	PF3D7_1147500.1	protein farnesyltransferase subunit beta	PVP01_0948100	PF3D7_1147500	FTB	
PF3D7_1147600	PF3D7_1147600.1	conserved Plasmodium protein, unknown function	PVP01_0948200	PF3D7_1147600	N/A	
PF3D7_1147700	PF3D7_1147700.1	ATP synthase subunit delta, mitochondrial, putative	PVP01_0948300	PF3D7_1147700	N/A	
PF3D7_1147800	PF3D7_1147800.1	membrane associated erythrocyte binding-like protein	PVP01_0948400	PF3D7_1147800	MAEBL	
PF3D7_1147800	PF3D7_1147800.2	membrane associated erythrocyte binding-like protein	PVP01_0948400	PF3D7_1147800	MAEBL	
PF3D7_1147900	PF3D7_1147900.1	peroxisome assembly protein 22, putative	PVP01_0948500	PF3D7_1147900	PEX22	
PF3D7_1148000	PF3D7_1148000.1	serine/threonine protein kinase, putative	PVP01_0948600	PF3D7_1148000	N/A	
PF3D7_1201300	PF3D7_1201300.1	liver stage associated protein 1	PVP01_1300600	PF3D7_1201300	LSAP1	
PF3D7_1201500	PF3D7_1201500.1	GPN-loop GTPase, putative	PVP01_1300800	PF3D7_1201500	N/A	
PF3D7_1201600	PF3D7_1201600.1	NIMA related kinase 3	PVP01_1300900	PF3D7_1201600	NEK3	
PF3D7_1201700	PF3D7_1201700.1	conserved Plasmodium membrane protein, unknown function	PVP01_1301000	PF3D7_1201700	N/A	
PF3D7_1201800	PF3D7_1201800.1	cytochrome c oxidase assembly protein COX19, putative	PVP01_1301100	PF3D7_1201800	COX19	
PF3D7_1201900	PF3D7_1201900.1	conserved protein, unknown function	PVP01_1301200	PF3D7_1201900	N/A	
PF3D7_1202000	PF3D7_1202000.1	ATP-dependent DNA/RNA helicase PSH2	PVP01_1301300	PF3D7_1202000	PSH2	
PF3D7_1202100	PF3D7_1202100.1	SRAP domain-containing protein, putative	PVP01_1301400	PF3D7_1202100	SRAP1	
PF3D7_1202100	PF3D7_1202100.2	SRAP domain-containing protein, putative	PVP01_1301400	PF3D7_1202100	SRAP1	
PF3D7_1202200	PF3D7_1202200.1	mitochondrial phosphate carrier protein	PVP01_1301500	PF3D7_1202200	MPC	
PF3D7_1202300	PF3D7_1202300.1	dynein heavy chain, putative	PVP01_1301600	PF3D7_1202300	N/A	
PF3D7_1202400	PF3D7_1202400.1	peptidyl-prolyl cis-trans isomerase	PVP01_1301700	PF3D7_1202400	CYP26	
PF3D7_1202500	PF3D7_1202500.1	trimethylguanosine synthase, putative	PVP01_1301800	PF3D7_1202500	TGS1	
